name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,Star Type Complex,Star Type Simple
Kepler-1722 b,2519,14.997,Neptune-like,2021,8.58,5972200000000000000000000,0.256,11.209,0.0819,0.025188226,0,Transit,M2.5 III,M
Kepler-1723 b,2646,14.383,Neptune-like,2021,8.65,5972200000000000000000000,0.257,11.209,0.2249,0.10896646,0,Transit,G0 IV,G
Kepler-1724 b,3460,14.961,Neptune-like,2021,8.43,5972200000000000000000000,0.253,11.209,0.0683,0.01779603,0,Transit,K2 V,K
Kepler-1725 b,1822,13.153,Neptune-like,2021,8.31,5972200000000000000000000,0.251,11.209,0.1302,0.045722112,0,Transit,G0 V,G
Kepler-1726 b,1274,13.851,Neptune-like,2021,6.84,5972200000000000000000000,0.224,11.209,0.1306,0.050376453,0,Transit,G3 V,G
Kepler-1727 b,2917,15.751,Neptune-like,2021,10.2,5972200000000000000000000,0.283,11.209,0.0796,0.024640657,0,Transit,G3 V,G
Kepler-1728 b,2126,15.279,Neptune-like,2021,9.04,5972200000000000000000000,0.264,11.209,0.0535,0.013141684,0,Transit,G8/K0 IV,G
Kepler-1729 b,1880,15.676,Neptune-like,2021,14.4,5972200000000000000000000,0.347,11.209,0.0418,0.011498973,0,Transit,G5 IV,G
Kepler-172 c,2703,14.703,Neptune-like,2014,8.55,5972200000000000000000000,0.255,11.209,0.068,0.017522246,0,Transit,G3 V,G
Kepler-172 d,2703,14.703,Neptune-like,2014,5.69,5972200000000000000000000,0.201,11.209,0.118,0.039972622,0,Transit,G3 V,G
Kepler-172 e,2703,14.703,Neptune-like,2014,8.05,5972200000000000000000000,0.246,11.209,0.211,0.09609856,0,Transit,K2 V,K
Kepler-1730 b,4655,15.478,Neptune-like,2021,18.4,5972200000000000000000000,0.4,11.209,0.1131,0.03778234,0,Transit,K3/4V,K
Kepler-1731 b,554,12.742,Neptune-like,2021,8.92,5972200000000000000000000,0.262,11.209,0.1401,0.059685145,0,Transit,G5 IV,G
Kepler-1732 b,4206,14.884,Neptune-like,2021,15.7,5972200000000000000000000,0.366,11.209,0.2015,0.08843258,0,Transit,G V,G
Kepler-1733 b,6787,15.612,Neptune-like,2021,12.8,5972200000000000000000000,0.324,11.209,0.0933,0.025188226,0,Transit,G6 IV,G
Kepler-1734 b,4837,15.598,Neptune-like,2021,9.74,5972200000000000000000000,0.276,11.209,0.0714,0.018617386,0,Transit,G5 V,G
Kepler-1736 b,4665,14.808,Neptune-like,2021,14.3,5972200000000000000000000,0.346,11.209,0.2188,0.103490755,0,Transit,F8 V,F
Kepler-1738 b,4250,15.649,Neptune-like,2021,8.37,5972200000000000000000000,0.252,11.209,0.0781,0.021081451,0,Transit,G9 V,G
Kepler-1739 b,2556,14.899,Neptune-like,2021,6.48,5972200000000000000000000,0.217,11.209,0.0697,0.019986311,0,Transit,G9 V,G
Kepler-173 c,2718,14.357,Neptune-like,2014,6.48,5972200000000000000000000,0.217,11.209,0.074,0.021902807,0,Transit,G9 V,G
Kepler-1740 b,3463,15.454,Neptune-like,2021,11,5972200000000000000000000,0.296,11.209,0.0779,0.022450376,0,Transit,G9 V,G
Kepler-1744 b,3561,15.566,Neptune-like,2021,13.6,5972200000000000000000000,0.336,11.209,0.2093,0.10157426,0,Transit,G9 V,G
Kepler-1747 b,4310,16.1966,Neptune-like,2021,16.8,5972200000000000000000000,0.381,11.209,0.066,0.016974675,0,Transit,G9 V,G
Kepler-1748 b,3534,16.004,Neptune-like,2021,7.81,5972200000000000000000000,0.242,11.209,0.0615,0.015879534,0,Transit,K2 V,K
Kepler-1750 b,4884,15.702,Neptune-like,2021,30.1,5972200000000000000000000,0.536,11.209,0.6785,0.56372344,0,Transit,K3V,K
Kepler-1752 b,3141,16.0249,Neptune-like,2021,18.7,5972200000000000000000000,0.405,11.209,0.2698,0.15441479,0,Transit,K3V,K
Kepler-1754 b,2345,16.007,Neptune-like,2021,6.53,5972200000000000000000000,0.218,11.209,0.0718,0.022450376,0,Transit,G8 IV,G
Kepler-1757 b,2633,15.817,Neptune-like,2021,8.99,5972200000000000000000000,0.263,11.209,0.1335,0.053935662,0,Transit,G3 IV-V,G
Kepler-1758 b,5181,15.119,Neptune-like,2021,7.13,5972200000000000000000000,0.229,11.209,0.0919,0.027378507,0,Transit,G3 V,G
Kepler-175 b,4281,15.225,Neptune-like,2014,7.08,5972200000000000000000000,0.228,11.209,0.105,0.032580424,0,Transit,G1 V,G
Kepler-175 c,4281,15.225,Neptune-like,2014,9.8,5972200000000000000000000,0.277,11.209,0.213,0.09308693,0,Transit,K0,K
Kepler-1762 b,5427,15.239,Neptune-like,2021,8.05,5972200000000000000000000,0.246,11.209,0.204,0.080766596,0,Transit,F7 V,F
Kepler-1764 b,5032,14.91,Neptune-like,2021,18.8,5972200000000000000000000,0.406,11.209,0.3512,0.19301848,0,Transit,G3V,G
Kepler-1765 b,2494,15.04,Neptune-like,2021,6.78,5972200000000000000000000,0.223,11.209,0.0917,0.028473647,0,Transit,F8 V,F
Kepler-1766 b,1635,12.96,Neptune-like,2021,5.81,5972200000000000000000000,0.203,11.209,0.4229,0.28747433,0,Transit,G8 V,G
Kepler-1767 b,2676,16.206,Neptune-like,2021,9.34,5972200000000000000000000,0.269,11.209,0.2873,0.16344969,0,Transit,G8 V,G
Kepler-1769 b,1430,12.487,Neptune-like,2021,18.2,5972200000000000000000000,0.398,11.209,0.3987,0.24421628,0,Transit,G8 IV,G
Kepler-176 c,1720,14.767,Neptune-like,2014,23,5972200000000000000000000,0.232,11.209,0.102,0.03504449,0,Transit,G8 IV,G
Kepler-176 d,1720,14.767,Super Earth,2014,15.2,5972200000000000000000000,0.224,11.209,0.163,0.07063655,0,Transit,G6 V,G
Kepler-1770 b,1902,14.418,Neptune-like,2021,8.45,5972200000000000000000000,0.253,11.209,0.1261,0.04599589,0,Transit,K0 III-IV,K
Kepler-1771 b,1845,13.802,Neptune-like,2021,15.5,5972200000000000000000000,0.362,11.209,0.3815,0.24257357,0,Transit,K0 III-IV,K
Kepler-1773 b,2222,13.085,Neptune-like,2021,12.1,5972200000000000000000000,0.313,11.209,0.2489,0.11170431,0,Transit,G8 V,G
Kepler-1778 b,4163,15.273,Neptune-like,2021,9.36,5972200000000000000000000,0.269,11.209,0.0956,0.027652293,0,Transit,G2/G3 IV/V,G
Kepler-1779 b,2964,15.132,Neptune-like,2021,9.44,5972200000000000000000000,0.271,11.209,0.1264,0.044626966,0,Transit,G5 V,G
Kepler-177 b,4682,15.171,Neptune-like,2013,5.84,5972200000000000000000000,0.312,11.209,0.2184,0.1010267,0,Transit,G5 V,G
Kepler-177 c,4682,15.171,Neptune-like,2013,14.7,5972200000000000000000000,0.779,11.209,0.2655,0.13524984,0,Transit,G5 V,G
Kepler-1780 b,2579,14.907,Neptune-like,2021,12.7,5972200000000000000000000,0.322,11.209,0.4276,0.29952088,0,Transit,K1/2V,K
Kepler-1784 b,2880,15.423,Neptune-like,2021,8.24,5972200000000000000000000,0.25,11.209,0.1072,0.037234772,0,Transit,F7 V,F
Kepler-1785 b,2433,14.245,Neptune-like,2021,7.77,5972200000000000000000000,0.241,11.209,0.1379,0.053661875,0,Transit,G5 IV/V,G
Kepler-1786 b,2818,14.088,Neptune-like,2021,10.1,5972200000000000000000000,0.282,11.209,0.3659,0.21492128,0,Transit,K0 III,K
Kepler-1787 b,2540,14.564,Neptune-like,2021,5.99,5972200000000000000000000,0.207,11.209,0.227,0.10759754,0,Transit,F5 V,F
Kepler-1788 b,1828,15.484,Neptune-like,2021,6.25,5972200000000000000000000,0.212,11.209,0.0343,0.007665982,0,Transit,F5 V,F
Kepler-1789 b,1995,14.449,Neptune-like,2021,8.4,5972200000000000000000000,0.253,11.209,0.3543,0.21957563,0,Transit,K2.5 V,K
Kepler-178 b,2336,14.876,Neptune-like,2014,8.75,5972200000000000000000000,0.259,11.209,0.085,0.026283368,0,Transit,K0 V,K
Kepler-178 c,2336,14.876,Neptune-like,2014,8.65,5972200000000000000000000,0.257,11.209,0.142,0.05639973,0,Transit,K0 V,K
Kepler-178 d,2336,14.876,Neptune-like,2014,14.8,5972200000000000000000000,0.352,11.209,0.397,0.26475015,0,Transit,K0 V,K
Kepler-1790 b,3491,14.179,Neptune-like,2021,10,5972200000000000000000000,0.281,11.209,0.197,0.08651608,0,Transit,K0 V,K
Kepler-1791 b,1964,13.529,Neptune-like,2021,9.91,5972200000000000000000000,0.278,11.209,0.0761,0.021081451,0,Transit,G1.5 V,G
Kepler-1792 b,1961,15.566,Neptune-like,2021,6.89,5972200000000000000000000,0.225,11.209,0.0488,0.011498973,0,Transit,G5 V,G
Kepler-1793 b,3881,15.949,Neptune-like,2021,13.8,5972200000000000000000000,0.338,11.209,0.0787,0.024093088,0,Transit,G5 V,G
Kepler-1796 b,2694,14.493,Neptune-like,2021,8,5972200000000000000000000,0.245,11.209,0.1879,0.080766596,0,Transit,K0 V,K
Kepler-1797 b,4366,15.421,Neptune-like,2021,9.58,5972200000000000000000000,0.273,11.209,0.1637,0.06406571,0,Transit,G8 V,G
Kepler-1798 b,1289,16.391,Neptune-like,2021,5.94,5972200000000000000000000,0.206,11.209,0.1082,0.046269678,0,Transit,G8 V,G
Kepler-1799 b,7355,15.99,Neptune-like,2021,15.9,5972200000000000000000000,0.368,11.209,0.1028,0.032580424,0,Transit,G8 V,G
Kepler-1801 b,2738,15.28,Neptune-like,2021,7.8,5972200000000000000000000,0.242,11.209,0.0915,0.028473647,0,Transit,G8,G
Kepler-1802 c,2077,15.905,Neptune-like,2021,6,5972200000000000000000000,0.207,11.209,0.1748,0.09062286,0,Transit,G2 V,G
Kepler-1806 b,3190,16.173,Neptune-like,2021,6.15,5972200000000000000000000,0.21,11.209,0.0813,0.024640657,0,Transit,M1 III,M
Kepler-1807 b,4238,14.127,Neptune-like,2021,7.77,5972200000000000000000000,0.241,11.209,0.0988,0.029842572,0,Transit,K3/4 IV,K
Kepler-1808 b,3334,15.424,Neptune-like,2021,9.4,5972200000000000000000000,0.27,11.209,0.1467,0.06379192,0,Transit,K0,K
Kepler-180 c,2269,14.488,Neptune-like,2014,9.32,5972200000000000000000000,0.269,11.209,0.229,0.11471595,0,Transit,G0 V,G
Kepler-1810 b,3294,15.4,Neptune-like,2021,14.6,5972200000000000000000000,0.35,11.209,0.4137,0.2767967,0,Transit,G3 V,G
Kepler-1811 b,4536,15.327,Neptune-like,2021,14.1,5972200000000000000000000,0.343,11.209,0.3462,0.2091718,0,Transit,G0 V,G
Kepler-1812 b,4597,15.631,Neptune-like,2021,6.01,5972200000000000000000000,0.207,11.209,0.0765,0.019712524,0,Transit,K1 III,K
Kepler-1814 b,2369,15.814,Neptune-like,2021,6.21,5972200000000000000000000,0.211,11.209,0.0371,0.007939767,0,Transit,F7 V,F
Kepler-1815 b,3284,15.621,Neptune-like,2021,7.99,5972200000000000000000000,0.245,11.209,0.0984,0.03340178,0,Transit,G5,G
Kepler-1817 b,2442,15.346,Neptune-like,2021,5.79,5972200000000000000000000,0.203,11.209,0.2348,0.12128679,0,Transit,K7 V,K
Kepler-1819 b,4447,15.489,Neptune-like,2021,14.5,5972200000000000000000000,0.348,11.209,0.1337,0.04517454,0,Transit,F8 V,F
Kepler-1820 b,4650,15.759,Neptune-like,2021,9.9,5972200000000000000000000,0.278,11.209,0.1964,0.08487337,0,Transit,G8 IV,G
Kepler-1821 b,2609,14.795,Neptune-like,2021,7.24,5972200000000000000000000,0.231,11.209,0.1244,0.04517454,0,Transit,G0/1 V,G
Kepler-1829 b,2218,15.218,Neptune-like,2021,6.71,5972200000000000000000000,0.221,11.209,0.0559,0.014236824,0,Transit,G,G
Kepler-182 b,5053,14.942,Neptune-like,2014,7.18,5972200000000000000000000,0.23,11.209,0.096,0.026830938,0,Transit,G,G
Kepler-182 c,5053,14.942,Neptune-like,2014,11.6,5972200000000000000000000,0.306,11.209,0.157,0.056673512,0,Transit,G8 V,G
Kepler-1830 b,3448,13.605,Neptune-like,2021,11.1,5972200000000000000000000,0.297,11.209,0.3259,0.15468857,0,Transit,G0,G
Kepler-1835 b,4581,15.615,Neptune-like,2021,12.2,5972200000000000000000000,0.315,11.209,0.0997,0.03285421,0,Transit,K3 V,K
Kepler-1836 b,4804,15.558,Neptune-like,2021,7.05,5972200000000000000000000,0.228,11.209,0.0602,0.01451061,0,Transit,K3 V,K
Kepler-183 c,3427,14.993,Super Earth,2014,35.7,5972200000000000000000000,0.203,11.209,0.103,0.03175907,0,Transit,K3 V,K
Kepler-1840 b,1674,15.192,Neptune-like,2021,8.13,5972200000000000000000000,0.248,11.209,0.4644,0.35920602,0,Transit,K3 V,K
Kepler-1842 b,3013,14.746,Neptune-like,2021,6.14,5972200000000000000000000,0.21,11.209,0.116,0.03832991,0,Transit,K3 V,K
Kepler-1843 b,2559,13.086,Neptune-like,2021,7.8,5972200000000000000000000,0.242,11.209,0.171,0.069815196,0,Transit,K3 V,K
Kepler-1844 b,5886,15.995,Neptune-like,2021,9.46,5972200000000000000000000,0.271,11.209,0.0478,0.010677618,0,Transit,G0 V,G
Kepler-1845 b,2318,16.117,Neptune-like,2021,6.52,5972200000000000000000000,0.218,11.209,0.0885,0.03175907,0,Transit,G1 V,G
Kepler-1847 b,5525,16.027,Neptune-like,2021,7.97,5972200000000000000000000,0.245,11.209,0.0989,0.030390145,0,Transit,K2,K
Kepler-1849 b,2061,15.997,Neptune-like,2021,6.29,5972200000000000000000000,0.213,11.209,0.2597,0.15687884,0,Transit,K2,K
Kepler-184 b,1991,14.42,Neptune-like,2014,6.17,5972200000000000000000000,0.211,11.209,0.092,0.029295003,0,Transit,K0,K
Kepler-184 d,1991,14.42,Neptune-like,2014,6.76,5972200000000000000000000,0.222,11.209,0.179,0.07939767,0,Transit,G9 V CN+1,G
Kepler-1851 b,5186,15.699,Neptune-like,2021,14.5,5972200000000000000000000,0.348,11.209,0.1016,0.03285421,0,Transit,G8 V,G
Kepler-1854 b,1381,14.381,Neptune-like,2021,7.21,5972200000000000000000000,0.231,11.209,0.2119,0.10896646,0,Transit,G8 V,G
Kepler-1858 b,2717,15.959,Neptune-like,2021,6.44,5972200000000000000000000,0.216,11.209,0.3575,0.24120465,0,Transit,G8 IV,G
Kepler-1863 b,2823,13.64,Neptune-like,2021,5.74,5972200000000000000000000,0.202,11.209,0.2555,0.123203285,0,Transit,G8 IV,G
Kepler-1868 b,894,14.157,Neptune-like,2021,10.1,5972200000000000000000000,0.281,11.209,0.6266,0.5776865,0,Transit,K4.5,K
Kepler-1871 b,2788,14.822,Neptune-like,2021,6.44,5972200000000000000000000,0.216,11.209,0.0308,0.005475702,0,Transit,F8 V,F
Kepler-1872 b,2741,15.966,Neptune-like,2021,6.28,5972200000000000000000000,0.213,11.209,0.0465,0.010403832,0,Transit,F8 V,F
Kepler-1878 b,4874,15.587,Neptune-like,2021,8.86,5972200000000000000000000,0.261,11.209,0.0521,0.012046544,0,Transit,K3V,K
Kepler-187 c,3728,14.297,Neptune-like,2014,7.61,5972200000000000000000000,0.238,11.209,0.099,0.02902122,0,Transit,G8 V+,G
Kepler-1881 b,3449,15.898,Neptune-like,2021,9.17,5972200000000000000000000,0.266,11.209,0.5368,0.4364134,0,Transit,K3 V,K
Kepler-1883 b,4494,15.642,Neptune-like,2021,10.6,5972200000000000000000000,0.29,11.209,0.4438,0.28309378,0,Transit,K3 V,K
Kepler-1886 b,3456,15.627,Neptune-like,2021,7.18,5972200000000000000000000,0.23,11.209,0.16,0.06652977,0,Transit,K3 V,K
Kepler-1887 b,4456,15.955,Neptune-like,2021,8.88,5972200000000000000000000,0.261,11.209,0.1421,0.05448323,0,Transit,K3 V,K
Kepler-1889 b,4551,15.715,Neptune-like,2021,8.98,5972200000000000000000000,0.263,11.209,0.2082,0.10212183,0,Transit,K3 V,K
Kepler-188 c,3159,14.719,Neptune-like,2014,10.3,5972200000000000000000000,0.285,11.209,0.066,0.016427105,0,Transit,K3 V,K
Kepler-1896 b,5653,15.844,Neptune-like,2021,9.8,5972200000000000000000000,0.277,11.209,0.2529,0.122929506,0,Transit,G5 III,G
Kepler-1897 b,3207,16.01,Neptune-like,2021,8.32,5972200000000000000000000,0.251,11.209,0.1546,0.066255994,0,Transit,K0 III,K
Kepler-18 c,1413,13.771,Neptune-like,2011,17.3,5972200000000000000000000,0.49,11.209,0.0752,0.020807665,0,Transit,G0 IV,G
Kepler-18 d,1413,13.771,Neptune-like,2011,16.4,5972200000000000000000000,0.623,11.209,0.1172,0.040793974,0,Transit,G0 IV,G
Kepler-1903 b,5791,15.456,Neptune-like,2021,5.85,5972200000000000000000000,0.204,11.209,0.1321,0.04681725,0,Transit,M2 III,M
Kepler-1906 b,4438,15.322,Neptune-like,2021,8.13,5972200000000000000000000,0.248,11.209,0.0738,0.020260096,0,Transit,G5,G
Kepler-1914 b,5290,15.911,Neptune-like,2021,8.97,5972200000000000000000000,0.263,11.209,0.1954,0.084325805,0,Transit,G3 V,G
Kepler-1915 b,4941,16.261,Neptune-like,2021,10.4,5972200000000000000000000,0.287,11.209,0.114,0.03778234,0,Transit,F9,F
Kepler-1916 b,6706,15.779,Neptune-like,2021,7.35,5972200000000000000000000,0.234,11.209,0.2053,0.08569473,0,Transit,F8,F
Kepler-1918 b,3360,15.533,Neptune-like,2021,5.89,5972200000000000000000000,0.205,11.209,0.2524,0.12895277,0,Transit,F7 V,F
Kepler-1919 b,3841,16.161,Neptune-like,2021,7.38,5972200000000000000000000,0.234,11.209,0.2107,0.10376455,0,Transit,K0 IV/V,K
Kepler-191 d,1939,14.987,Neptune-like,2016,5.82,5972200000000000000000000,0.203,11.209,0.0599,0.01615332,0,Transit,G2 V,G
Kepler-1920 b,2890,14.392,Neptune-like,2021,9.03,5972200000000000000000000,0.264,11.209,0.2043,0.08295688,0,Transit,G8 IV,G
Kepler-1921 b,3030,13.103,Neptune-like,2021,8.72,5972200000000000000000000,0.258,11.209,0.1557,0.054757014,0,Transit,K0 III,K
Kepler-1922 b,4385,15.388,Neptune-like,2021,5.86,5972200000000000000000000,0.204,11.209,0.1077,0.03613963,0,Transit,G2 V,G
Kepler-1924 b,6233,15.084,Neptune-like,2021,7.53,5972200000000000000000000,0.237,11.209,0.1216,0.041889116,0,Transit,G5 V,G
Kepler-1925 b,5778,15.382,Neptune-like,2021,9.28,5972200000000000000000000,0.268,11.209,0.2588,0.12785764,0,Transit,F8/G0 IV/V,F
Kepler-1926 b,2177,15.8,Neptune-like,2021,5.97,5972200000000000000000000,0.207,11.209,0.2197,0.117453806,0,Transit,G2 V,G
Kepler-1927 b,3559,13.312,Neptune-like,2021,11.5,5972200000000000000000000,0.304,11.209,0.3859,0.2020534,0,Transit,K5/M0V,K
Kepler-1929 b,1658,11.788,Neptune-like,2021,9.65,5972200000000000000000000,0.274,11.209,0.2987,0.16262834,0,Transit,G8 III/IV,G
Kepler-192 b,2126,14.308,Neptune-like,2014,7.95,5972200000000000000000000,0.244,11.209,0.09,0.027104722,0,Transit,K1,K
Kepler-192 c,2126,14.308,Neptune-like,2014,8.2,5972200000000000000000000,0.249,11.209,0.15,0.05804244,0,Transit,F7/F8V,F
Kepler-1931 b,2023,12.671,Neptune-like,2021,7.53,5972200000000000000000000,0.237,11.209,0.2356,0.10568104,0,Transit,F9.5 V,F
Kepler-1935 b,2951,14.522,Neptune-like,2021,6.82,5972200000000000000000000,0.223,11.209,0.0463,0.010951404,0,Transit,G2 V,G
Kepler-1936 b,2842,13.393,Neptune-like,2021,10.2,5972200000000000000000000,0.282,11.209,0.5548,0.34661192,0,Transit,F8 V,F
Kepler-1937 b,2952,14.163,Neptune-like,2021,9.39,5972200000000000000000000,0.27,11.209,0.0943,0.026557151,0,Transit,K5,K
Kepler-193 b,3292,14.712,Neptune-like,2014,6.3,5972200000000000000000000,0.213,11.209,0.106,0.031211497,0,Transit,G0,G
Kepler-193 c,3292,14.712,Neptune-like,2014,8,5972200000000000000000000,0.245,11.209,0.286,0.13880904,0,Transit,K4 V,K
Kepler-1941 b,4875,14.943,Neptune-like,2021,7.51,5972200000000000000000000,0.236,11.209,0.2054,0.08569473,0,Transit,K4 V,K
Kepler-1944 b,3511,15.582,Neptune-like,2021,8.05,5972200000000000000000000,0.246,11.209,0.0918,0.026830938,0,Transit,K4 V,K
Kepler-1946 b,3269,15.508,Neptune-like,2021,6.75,5972200000000000000000000,0.222,11.209,0.0394,0.008213553,0,Transit,K4 V,K
Kepler-194 c,3582,14.969,Neptune-like,2014,7.22,5972200000000000000000000,0.231,11.209,0.131,0.047364816,0,Transit,K4 V,K
Kepler-194 d,3582,14.969,Neptune-like,2014,6.35,5972200000000000000000000,0.214,11.209,0.275,0.14455852,0,Transit,K2 V,K
Kepler-1951 b,4167,14.367,Neptune-like,2021,6,5972200000000000000000000,0.207,11.209,0.1435,0.056673512,0,Transit,F8,F
Kepler-196 c,1472,14.239,Neptune-like,2014,5.65,5972200000000000000000000,0.2,11.209,0.24,0.12977414,0,Transit,M0.0 V,M
Kepler-196 d,1472,14.239,Neptune-like,2021,7.56,5972200000000000000000000,0.237,11.209,0.4484,0.33429158,0,Transit,K7,K
Kepler-198 b,1616,13.684,Neptune-like,2014,8.35,5972200000000000000000000,0.252,11.209,0.131,0.04873374,0,Transit,K3 III,K
Kepler-198 c,1616,13.684,Neptune-like,2014,6.66,5972200000000000000000000,0.22,11.209,0.259,0.1357974,0,Transit,K2 III,K
Kepler-199 b,1700,13.796,Neptune-like,2014,9.85,5972200000000000000000000,0.277,11.209,0.158,0.06461328,0,Transit,G0 V,G
Kepler-199 c,1700,13.796,Neptune-like,2014,10.6,5972200000000000000000000,0.29,11.209,0.316,0.18370979,0,Transit,G0 V,G
Kepler-201 b,2076,12.991,Neptune-like,2014,6.62,5972200000000000000000000,0.219,11.209,0.175,0.07036277,0,Transit,K2 V,K
Kepler-201 c,2076,12.991,Neptune-like,2014,8.5,5972200000000000000000000,0.254,11.209,0.573,0.41587952,0,Transit,F8 V,F
Kepler-203 b,2294,14.14,Neptune-like,2014,7.13,5972200000000000000000000,0.229,11.209,0.043,0.008761123,0,Transit,K1 III,K
Kepler-209 b,1882,14.132,Neptune-like,2014,5.73,5972200000000000000000000,0.202,11.209,0.122,0.044079397,0,Transit,M0 V,M
Kepler-209 c,1882,14.132,Neptune-like,2014,9.8,5972200000000000000000000,0.277,11.209,0.231,0.11416838,0,Transit,M0 V,M
Kepler-20 d,922,12.61,Neptune-like,2011,10.07,5972200000000000000000000,0.245,11.209,0.3506,0.21245721,0,Transit,K1 V,K
Kepler-210 b,759,14.126,Neptune-like,2014,8.96,5972200000000000000000000,0.262,11.209,0.032,0.006844627,0,Transit,K0 V,K
Kepler-210 c,759,14.126,Neptune-like,2014,12.8,5972200000000000000000000,0.323,11.209,0.07,0.021902807,0,Transit,K1/2III,K
Kepler-212 c,2242,13.129,Neptune-like,2014,7.95,5972200000000000000000000,0.244,11.209,0.207,0.087063655,0,Transit,G3 IV/V,G
Kepler-213 c,2071,13.705,Neptune-like,2014,6.08,5972200000000000000000000,0.209,11.209,0.057,0.013141684,0,Transit,K2 V,K
Kepler-214 b,3942,14.057,Neptune-like,2014,7.32,5972200000000000000000000,0.233,11.209,0.13,0.04298426,0,Transit,K2 V,K
Kepler-215 d,1585,13.678,Super Earth,2014,23.6,5972200000000000000000000,0.213,11.209,0.185,0.08459959,0,Transit,K2 V,K
Kepler-216 b,3874,14.054,Neptune-like,2014,6.12,5972200000000000000000000,0.21,11.209,0.079,0.021081451,0,Transit,G0 V,G
Kepler-216 c,3874,14.054,Neptune-like,2014,9.48,5972200000000000000000000,0.271,11.209,0.136,0.047638603,0,Transit,F8/G0 V,F
Kepler-218 c,2141,14.035,Neptune-like,2014,10,5972200000000000000000000,0.28,11.209,0.248,0.12238193,0,Transit,F8/G0 V,F
Kepler-218 d,2141,14.035,Neptune-like,2016,7.56,5972200000000000000000000,0.237,11.209,0.4865,0.34086242,0,Transit,F8/G0 V,F
Kepler-219 b,2567,13.823,Neptune-like,2014,9.01,5972200000000000000000000,0.263,11.209,0.057,0.012594113,0,Transit,G5,G
Kepler-219 c,2567,13.823,Neptune-like,2014,12.5,5972200000000000000000000,0.319,11.209,0.165,0.062149215,0,Transit,G5,G
Kepler-221 c,1257,13.97,Super Earth,2014,15.1,5972200000000000000000000,0.261,11.209,0.059,0.015605749,0,Transit,G1 IV/V,G
Kepler-221 d,1257,13.97,Neptune-like,2014,7.9,5972200000000000000000000,0.244,11.209,0.087,0.027378507,0,Transit,K4.5 V,K
Kepler-221 e,1257,13.97,Neptune-like,2014,7.41,5972200000000000000000000,0.235,11.209,0.13,0.050376453,0,Transit,M2 V,M
Kepler-222 b,2475,15.407,Neptune-like,2014,10.1,5972200000000000000000000,0.282,11.209,0.048,0.010677618,0,Transit,G8 IV,G
Kepler-222 c,2475,15.407,Neptune-like,2014,19.4,5972200000000000000000000,0.414,11.209,0.091,0.027652293,0,Transit,G5,G
Kepler-222 d,2475,15.407,Neptune-like,2014,13.2,5972200000000000000000000,0.329,11.209,0.18,0.07693361,0,Transit,G8 V,G
Kepler-223 b,6066,15.69,Neptune-like,2014,7.4,5972200000000000000000000,0.267,11.209,0.0756,0.020260096,0.08,Transit,K1 III,K
Kepler-223 c,6066,15.69,Neptune-like,2014,5.1,5972200000000000000000000,0.307,11.209,0.0916,0.026830938,0.15,Transit,K0 III,K
